portfolio_id,year_month,old_monthly_return,new_monthly_return,independent_raw,independent_10dp,classification,position_start_date,expanded_weights,reason,source_row_number,monthly_classification,q1_operational_start,q2_finality,q3_monthly_boundary,q4_window_separation
015e74dc-26f3-47c5-98ea-414dc4fdf579,2023-12,0.0208972414,0.0301795536,0.07301729256259123120118272667,0.0730172926,neither,2023-12-01,"{""TECL"":0.3333333333333333,""TMV"":0.08333333333333333,""TQQQ"":0.3333333333333333,""XLU"":0.25}",,12,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
015e74dc-26f3-47c5-98ea-414dc4fdf579,2024-01,0.0042591202,-0.0075614792,-0.01982166608628514459033236856,-0.0198216661,neither,2024-01-02,"{""GLD"":0.75,""XLU"":0.25}",,13,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2014-05,-0.0174492648,-0.0145972254,-0.01370156556822878283946062644,-0.0137015656,neither,2014-05-01,"{""GLD"":0.125,""XLU"":0.6875}",,14,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2014-06,0.0491403085,0.0448555248,0.04331538661321573376151827262,0.0433153866,neither,2014-06-02,"{""TECL"":0.25,""XLU"":0.625}",,15,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2014-08,0.1338961534,0.1189922831,0.1354749481122171536751558094,0.1354749481,neither,2014-08-01,"{""TECL"":0.625,""TQQQ"":0.375}",,16,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2014-11,0.0804878397,0.0856466696,0.1240216619146182478320523046,0.1240216619,neither,2014-11-03,"{""TECL"":0.125,""TQQQ"":0.8125,""XLU"":0.0625}",,17,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2015-04,0.0484502621,0.0187753113,0.00575652146560958274937331668,0.0057565215,neither,2015-04-01,"{""GLD"":0.75,""TECL"":0.125,""TQQQ"":0.125}",,18,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2015-07,0.0701568567,0.0526176425,0.09031959894370213692176809388,0.0903195989,neither,2015-07-01,"{""TECL"":0.375,""TQQQ"":0.625}",,19,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2015-08,-0.0658077369,-0.0575817698,-0.03980126377647267764056828870,-0.0398012638,neither,2015-08-03,"{""XLU"":1.0}",,20,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2015-09,0.0437898441,0.0453626536,0.0578252146114087686318362360,0.0578252146,neither,2015-09-01,"{""XLU"":1.0}",,21,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2015-12,-0.0635088389,-0.0294603878,-0.02632001062211238495102956791,-0.0263200106,neither,2015-12-01,"{""TECL"":0.125,""TMV"":0.5,""TQQQ"":0.375}",,22,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2016-01,-0.0351780723,-0.0582737248,-0.04344560719783785933197991710,-0.0434456072,neither,2016-01-04,"{""TMV"":0.5,""XLU"":0.5}",,23,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2018-09,0.0154702891,0.0136128697,0.0006114899086261697449422891250,0.0006114899,neither,2018-09-04,"{""TECL"":0.8125,""TQQQ"":0.1875}",,24,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2018-11,0.0243141747,0.0053711991,-0.003172838629667699747467118850,-0.0031728386,neither,2018-11-01,"{""GLD"":0.875,""XLU"":0.125}",,25,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2018-12,-0.0117998204,0.0046661881,0.00840865787576820512922824795,0.0084086579,neither,2018-12-03,"{""GLD"":0.5,""XLU"":0.25}",,26,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2019-09,0.0264168224,0.0344122718,0.0499138516456678688882423875,0.0499138516,neither,2019-09-03,"{""TECL"":0.5,""XLU"":0.5}",,27,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2020-11,0.2458734107,0.2467949669,0.2120347652128976642055701164,0.2120347652,neither,2020-11-02,"{""TQQQ"":0.625,""XLU"":0.25}",,28,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2021-03,0.0805989213,0.0402994607,0.0816122833332100538349319700,0.0816122833,neither,2021-03-01,"{""XLU"":1.0}",,29,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2021-04,0.0410000982,0.0320020707,0.03779908001315464504835720900,0.0377990800,neither,2021-04-01,"{""GLD"":0.25,""XLU"":0.75}",,30,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2021-05,0.0154483659,0.0079324278,0.01987661374375640153610023420,0.0198766137,neither,2021-05-03,"{""GLD"":0.5,""XLU"":0.5}",,31,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2022-07,0.1498736709,0.1422884217,0.1420881514780697762815749998,0.1420881515,neither,2022-07-01,"{""GLD"":0.125,""TQQQ"":0.375,""XLU"":0.25}",,32,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2022-12,-0.1405618584,-0.2101578994,-0.1966273702941142397260427968,-0.1966273703,neither,2022-12-01,"{""TECL"":0.25,""TQQQ"":0.5,""XLU"":0.25}",,33,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2023-04,-0.0034704824,-0.0030843926,-0.002847692669015368937947710037,-0.0028476927,neither,2023-04-03,"{""GLD"":0.375,""TECL"":0.375,""TQQQ"":0.25}",,34,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2023-10,0.0373907607,0.0250575792,-0.00627978500380410412850543836,-0.0062797850,neither,2023-10-02,"{""TECL"":0.25,""TQQQ"":0.25,""XLU"":0.5}",,35,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2023-11,0.2911136769,0.2987925839,0.2883426202084007334247222562,0.2883426202,neither,2023-11-01,"{""TECL"":0.25,""TQQQ"":0.75}",,36,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2023-12,0.0314107388,0.040705334,0.1190971003112307606454061528,0.1190971003,neither,2023-12-01,"{""TECL"":0.75,""TQQQ"":0.25}",,37,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2024-01,-0.0016254067,-0.0134975517,-0.02774104474633412829739738940,-0.0277410447,neither,2024-01-02,"{""GLD"":0.5,""XLU"":0.5}",,38,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2024-09,0.076159238,0.0571194285,0.05067652415969235413642960850,0.0506765242,neither,2024-09-03,"{""XLU"":0.75}",,39,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
0206995c-5aef-4da5-aca7-5bef7a1f4845,2024-10,-0.0093869748,0.0061823602,-0.004342486884146891370297662500,-0.0043424869,neither,2024-10-01,"{""TQQQ"":0.75,""XLU"":0.25}",,40,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2015-06,0.1168341188,0.0784800522,-0.03770222186396604130444659480,-0.0377022219,neither,2015-06-01,"{""GLD"":0.5,""XLU"":0.5}",,41,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2015-08,-0.0658077369,-0.0922795756,-0.03980126377647267764056828870,-0.0398012638,neither,2015-08-03,"{""XLU"":1.0}",,42,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2016-03,0.1408084366,0.1339870263,0.1143396243536034054066438455,0.1143396244,neither,2016-03-01,"{""TECL"":0.375,""TQQQ"":0.25,""XLU"":0.25}",,43,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2016-05,0.1161158667,0.0065222133,0.01053081822426595349316357507,0.0105308182,neither,2016-05-02,"{""GLD"":0.625,""TECL"":0.375}",,44,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2016-09,-0.0054743866,0.0148519388,0.0454644711602016827455637040,0.0454644712,neither,2016-09-01,"{""TECL"":1.0}",,45,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2016-11,0.3074467718,0.0501276637,0.08675801496901094940073423350,0.0867580150,neither,2016-11-01,"{""TECL"":0.5,""TMV"":0.25,""TQQQ"":0.25}",,46,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2016-12,0.0547443074,0.0273721537,0.0286781235395967417174431910,0.0286781235,neither,2016-12-01,"{""XLU"":0.5}",,47,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2017-03,0.0184703895,0.017809555,0.0188708842266129819127236600,0.0188708842,neither,2017-03-01,"{""TECL"":1.0}",,48,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2017-04,0.0017543926,0.0560350998,0.0830493303216504320133505870,0.0830493303,neither,2017-04-03,"{""TQQQ"":1.0}",,49,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2017-06,-0.0383696051,-0.0772113016,-0.03390701435110556033853981560,-0.0339070144,neither,2017-06-01,"{""XLU"":1.0}",,50,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2017-08,0.042837776,0.0375654656,0.0270927802102673215524882390,0.0270927802,neither,2017-08-01,"{""XLU"":1.0}",,51,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2017-12,0.0697852458,0.0316151614,0.0233853841970653830881161190,0.0233853842,neither,2017-12-01,"{""TECL"":1.0}",,52,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2018-01,0.1777546184,0.129465152,-0.01101727849456604397339095090,-0.0110172785,neither,2018-01-02,"{""XLU"":0.5}",,53,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2018-03,0.0297438683,0.0049835526,-0.06544767146625845606223521520,-0.0654476715,neither,2018-03-01,"{""TMV"":1.0}",,54,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2018-07,0.0022931027,0.0011465513,0.0043951913674597900460802390,0.0043951914,neither,2018-07-02,"{""XLU"":0.5}",,55,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2018-11,0.0505146016,0.0208977904,0.01797214651654542036160395960,0.0179721465,neither,2018-11-01,"{""TMV"":0.25,""XLU"":0.75}",,56,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2018-12,0.0422643932,-0.0253158737,-0.01535836271910732949941625062,-0.0153583627,neither,2018-12-03,"{""GLD"":0.375,""XLU"":0.625}",,57,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2019-04,0.1248348581,0.0990406667,0.1356527866118391048190173550,0.1356527866,neither,2019-04-01,"{""TECL"":0.5,""TQQQ"":0.5}",,58,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2019-07,0.019249568,0.0269017196,0.03990246833584182088261700750,0.0399024683,neither,2019-07-01,"{""TECL"":0.75,""TQQQ"":0.25}",,59,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2019-09,0.0219739205,-0.0419896749,-0.04720415013936535162950257290,-0.0472041501,neither,2019-09-03,"{""GLD"":1.0}",,60,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2020-10,-0.1624782428,-0.0527977672,-0.05143764302181165516549373310,-0.0514376430,neither,2020-10-01,"{""TQQQ"":0.5,""XLU"":0.5}",,61,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2021-02,0.2247738371,0.0899690628,0.1759974514246576977950230600,0.1759974514,neither,2021-02-01,"{""TMV"":1.0}",,62,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2021-07,0.0516261575,0.0975259398,0.1107922998139686186459428200,0.1107922998,neither,2021-07-01,"{""TECL"":1.0}",,63,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2021-12,0.1207034891,0.1047838009,0.1101460293557113794780074260,0.1101460294,neither,2021-12-01,"{""TECL"":0.5,""XLU"":0.5}",,64,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2022-02,-0.011945806,0.0103032986,0.02589296074486241757754001080,0.0258929607,neither,2022-02-01,"{""GLD"":0.25,""TMV"":0.5,""XLU"":0.25}",,65,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2022-10,0.0263152148,0.0182904277,-0.00963961435964633790638495010,-0.0096396144,neither,2022-10-03,"{""XLU"":1.0}",,66,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2022-11,0.1157918899,0.1029910385,0.1011489161038047730072232006,0.1011489161,neither,2022-11-01,"{""TQQQ"":0.375,""XLU"":0.625}",,67,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2023-01,0.4423416099,0.3525528316,0.2163939451257734571628859555,0.2163939451,neither,2023-01-03,"{""GLD"":0.08333333333333333,""TECL"":0.28125,""TQQQ"":0.3645833333333333,""XLU"":0.2708333333333333}",,68,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2023-02,-0.0762895061,-0.101743874,-0.08230914481630217981683951554,-0.0823091448,neither,2023-02-01,"{""TECL"":0.125,""TQQQ"":0.625,""XLU"":0.25}",,69,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
10988668-83aa-4f99-a130-48edec4363a6,2023-03,0.3317264777,0.289708097,0.2599065968147153152845203356,0.2599065968,neither,2023-03-01,"{""TECL"":0.125,""TQQQ"":0.625,""XLU"":0.25}",,70,要調査,unknown: source CSV has no PF operational_start_date,historical/completed,unknown: position_start_date belongs to the invalidated month-start oracle; ledger/expanded-weight boundary evidence is absent,"pass: row represents monthly return, not a momentum window"
